Reason,Crashes Solely due to Bad Lighting,Property Damage Crashes,Possible Injury Crashes,Non-Incapacitating Injury Crashes,Fatal Crashes,Incapacitating Injury Crashes,Teen Driver,Older Driver,Fixed-Object,Angle-Turning,Rear-End,Animal,Pedestrian
Bad Lighting,750,62.27,14.0,16.0,2.93,4.8,6.67,6.93,25.87,6.93,14.0,24.4,2.13
