Reason,Crashes Solely due to Bad Weather,Property Damage Crashes,Possible Injury Crashes,Non-Incapacitating Injury Crashes,Incapacitating Injury Crashes,Fatal Crashes,Teen Driver,Older Driver,Fixed-Object,Right-Angle,Angle-Turning,Rear-End,Sideswipe-Same Direction,Pedestrian
Bad Weather,309,72.49,16.83,7.77,1.94,0.97,8.09,11.65,12.3,9.39,15.53,44.66,5.5,0.32
